time avg max app min app
0 0.0 0.0 1 0.0 1
1 26.29564 32.5189 1 22.4308 10
2 38.64377 45.5836 1 32.4111 10
3 44.69829 50.5993 1 38.0764 10
4 47.96769 53.5497 1 41.6996 10
5 49.89798 55.6242 1 43.5441 10
6 51.19833 56.7675 1 44.7958 10
7 52.60376 58.1597 1 45.9486 10
8 53.50351 58.9157 1 46.6733 10
9 54.35546 59.6625 1 47.5955 10
10 55.10123 60.2987 1 48.3531 10
