time avg max app min app
0 0.0 0.0 1 0.0 1
360 27.20001 55.7273 1 14.8182 10
720 36.3 61.0909 1 22.6364 10
1080 41.27273 63.5455 1 27.7273 10
1440 44.27272 65.6364 1 31.6364 10
1800 46.64545 67.0909 1 34.3636 10
2160 48.2909 67.9091 1 36.1818 10
2520 49.26363 68.3636 1 37.6364 10
2880 49.57273 68.6364 1 38.2727 10
3240 49.68183 68.7273 1 38.3636 10
3600 49.70909 68.7273 1 38.4545 9
