time avg max app min app
0 0 0 4 0 1
360 85.35452 85.6364 9 85.1818 4
720 85.29997 85.4545 6 85.1818 1
1080 85.19089 85.2727 5 85.0909 2
1440 85.1818 85.2727 3 85.0909 1
1800 85.29088 85.3636 3 85.2727 1
2160 85.23634 85.2727 1 85.1818 2
2520 85.29997 85.3636 2 85.2727 1
2880 85.3636 85.3636 1 85.3636 1
3240 85.34542 85.3636 2 85.2727 1
3600 85.38178 85.4545 2 85.2727 1
