time avg max app min app
0 0.0 0.0 1 0.0 1
360 27.1195 31.8182 1 25.208 10
720 42.30806 48.7712 1 38.5824 10
1080 49.00684 54.8226 1 45.3005 10
1440 52.15198 57.779 1 48.3821 10
1800 53.89122 59.5621 1 50.0462 10
2160 55.12574 60.5137 1 51.2173 10
2520 56.37428 61.5576 1 52.6656 10
2880 57.1709 62.1582 1 53.5285 10
3240 57.94591 62.8511 1 54.2989 10
3600 58.67359 63.4331 1 55.1002 10
