time avg max app min app
0 0.0 0.0 1 0.0 1
360 25.74344 27.0537 9 24.0556 7
720 41.53125 43.3735 9 38.2647 7
1080 49.64864 51.0679 9 46.6732 7
1440 54.21481 56.1699 10 51.0846 7
1800 57.28573 58.9814 9 54.1555 7
2160 59.31355 61.0898 9 56.1053 7
2520 61.30343 63.253 9 58.2988 7
2880 62.67547 64.6221 9 59.7612 7
3240 63.80307 65.8543 9 61.0529 7
3600 65.02604 67.0044 9 62.3446 7
