check_interval avg ci
0 0.0 0.0
1 0.0206575757576 0.00350817931496
2 0.0579744588745 0.0128410476165
3 0.0977005772006 0.0216709732328
4 0.133855287137 0.0207494874844
5 0.171405267712 0.0189913521634
6 0.203635574048 0.0187894401548
7 0.232529805667 0.0207326198658
8 0.259638737377 0.0201941998517
9 0.28490129341 0.0207655484612
10 0.308198488637 0.0213696509132
11 0.330764369866 0.0202051108095
